listing_id,property_type,country,city,neighborhood,surface_m2,num_rooms,num_bathrooms,floor,year_built,price,listing_date,condition,heating_type,parking,energy_rating
2298,Villa ,Italy,Milan,,185,3,3,6,,763456,2024-09-24,Good,Electric,NO,A
2014,VILLA,Portugal,Coimbra,city center,375,4,4,13,1963,245892 EUR,2022-04-28,,Solar,YES,C
1052,Villa ,Belgium,Antwerp,City Center,328,3,1,20,1972,1086238,2021-07-18,Old,,no,b
2865,APT,France,Toulouse,Industrial,100,4,2,8,2008,286845,2023-01-05,Renovated,Electric,Yes,F
2881,APT,France,Nantes,Industrial,76,2,1,8,2020,53450,2020-06-05,,gas,YES,D
2425,apartment,Italy,Genoa,City Center,46,5,1,9,,1920108,2023-02-21,Renovated,electric,1,E
2183, studio,Spain,Alicante,SUBURBS,307,5,,2,2015,342164,2021-05-25,,Central,0,G
2626,house,,Zurich,,81,5,3,,2009,146890,14.06.2024,Renovated,Gas,,D
2978, studio,Spain,Barcelona,,198,5,4,16,1973,869340,2024-12-26,Old,CENTRAL,No,E
1814,Penthouse,Switzerland,Lausanne,Industrial,244,3,3,10,2012,1381921 EUR,19.12.2021,New,Gas,no,a
2937,house,Netherlands,Utrecht,Industrial,187,5,1,10,1977,631510 EUR,2018-09-07,New,,NO,F
1725,apartment,Netherlands,Eindhoven,City Center,66,2,3,19,1950,423293 EUR,2022-01-25,Old,Central,yes,D
1307,apartment,Spain,Valencia,Residential,160,4,2,2,2006,1742236,2022/06/13,,Gas,no,C
1509,VILLA,Germany,Frankfurt,,86,3,2,3,1960,1554220,2024-08-16,Renovated,Gas,NO,G
2496,Penthouse,Italy,Turin,Historic,232,4,2,8,1966,1950647 EUR,19.07.2023,,gas,1,a
2868,HOUSE,Belgium,Namur,City Center,76,1,3,13,1995,423165,2024-05-22,Renovated,gas,no,
2874,apartment,Portugal,Braga,,240,8,3,,1964,293302,08-02-2021,,gas,No,B
1802,VILLA,Italy,Rome,Industrial,296,4,1,15,1992,478,07-28-2020,Renovated,Central,Yes,A
1745,HOUSE,Netherlands,Utrecht,Historic,332,4,2,0,1959,1416842,2024-10-26,,Solar,No,A
2127,HOUSE,Netherlands,Eindhoven,city center,116,7,2,14,2000,72596,2021-10-28,New,Gas,yes,B
2388,HOUSE,Italy,Turin,,28,7,2,1,1980,1762138 EUR,2023-12-22,Good,gas,no,a
2164,HOUSE,Germany,Berlin,SUBURBS,93,5,1,11,1967,1765605,2018-05-30,,Solar,1,G
1203,house,Spain,Bilbao,City Center,261,1,3,17,1976,494334,17/11/2022,Good,,Yes,
1288,Villa ,Belgium,Namur,Suburbs,203,2,3,6,2015,1076813,03/07/2023,Good,Gas,1,a
1114,APT,Italy,Milan,city center,,8,,5,1989,300490,2022-03-04,Renovated,Electric,Yes,F
2743,Villa ,,Eindhoven,city center,366,3,4,,1968,1532126,12-01-2021,Renovated,electric,1,F
2864,house,Portugal,Porto,,368,1,3,3,1955,632799,2018-04-18,,Solar,YES,c
1263,Villa ,Netherlands,The Hague,city center,,4,1,18,1962,1650638,28.09.2019,Old,Electric,yes,F
1978,duplex,Italy,Florence,City Center,130,8,4,6,2011,1487914 EUR,2018-07-16,Renovated,Electric,No,G
1907,HOUSE,Italy,Florence,Residential,28,4,4,4,1991,1939813,2019-10-17,Good,,Yes,F
2890,Villa ,Spain,Madrid,Industrial,139,5,4,2,2002,1696045,2018-06-01,,CENTRAL,1,F
1873, studio,France,Marseille,Industrial,203,2,1,11,,1949743,2018-05-17,,,YES,b
1606, studio,Italy,Bologna,Historic,250,5,3,,1954,1451803,2022-10-28,Renovated,gas,Yes,a
1137,VILLA,Germany,Leipzig,Residential,,,2,2,1983,647833,2022-08-05,New,electric,yes,c
2171,apartment,Belgium,Brussels,Suburbs,132,5,1,2,1985,465244,2021-11-01,Good,Gas,NO,c
2344,house,Spain,Alicante,Residential,174,5,2,12,1989,1154097,2021-10-03,Renovated,gas,,E
2317,house,Netherlands,Eindhoven,city center,73,6,3,19,2006,459928,2023-03-26,Good,gas,Yes,b
1190,house,Switzerland,Basel,Industrial,376,1,3,4,1960,167520,08.12.2024,New,Solar,1,B
2416,APT,Netherlands,Eindhoven,Historic,39,3,2,2,1976,90,2024-12-18,,Central,,A
1111,Penthouse,Germany,Leipzig,Historic,389,4,2,19,2002,1489833,2019-07-27,Good,,Yes,c
1282,APT,Germany,Stuttgart,city center,,4,,19,2004,587344,2024-09-16,New,,0,b
1938,HOUSE,Germany,Berlin,Historic,234,6,3,14,1990,1485256,2023-07-15,Good,,1,G
2973,Villa ,,Hamburg,Industrial,,3,3,6,,1346426,2022-12-31,Renovated,CENTRAL,NO,C
1336,VILLA,Netherlands,The Hague,Industrial,340,4,2,12,2019,947330,2018-09-28,,CENTRAL,Yes,B
1611,apartment,Switzerland,Geneva,City Center,312,6,1,20,1997,760359,2019-04-23,,CENTRAL,No,b
1234,Villa ,Italy,Bologna,Residential,180,1,1,0,1958,912451 EUR,11-27-2022,New,Electric,yes,G
1347,Penthouse,Switzerland,Bern,SUBURBS,329,7,3,10,1997,67,12-13-2021,Renovated,Solar,NO,
2188,duplex,France,Nantes,Suburbs,32,1,3,15,2021,1054331,2019-11-15,,Central,yes,F
1062,apartment,Belgium,Antwerp,,122,1,3,16,1989,885136,2021-09-21,Old,gas,1,G
2372,duplex,Portugal,Porto,Historic,191,6,3,5,2003,433,2023/04/19,Old,Solar,no,D
2195,APT,,Zaragoza,SUBURBS,133,2,4,19,,858466,2018-09-21,Old,gas,no,b
1252,VILLA,Netherlands,Utrecht,Residential,300,8,4,18,1988,326728,2020-08-06,Renovated,Gas,yes,c
2121,Villa ,Spain,Bilbao,Residential,185,3,4,3,1960,1278052,2021-07-28,Renovated,gas,NO,D
2096,apartment,Germany,Berlin,city center,350,8,3,10,2021,1341184,2020-02-02,Renovated,Central,yes,c
2714, studio,Belgium,Antwerp,Industrial,387,3,3,14,1994,1151634,2023-04-20,Old,,1,C
2044,house,Spain,Zaragoza,City Center,50,5,3,10,1954,1562263,2019-02-14,Good,,YES,a
2831,APT,,Alicante,Industrial,378,6,3,,2002,1743264,2020-06-29,New,Gas,0,c
2599, studio,Belgium,Brussels,Residential,262,2,4,0,1980,1876191 EUR,2023-08-18,,Electric,,
1754, studio,Italy,Genoa,,73,1,1,20,2018,1489188 EUR,2023-01-04,Renovated,CENTRAL,yes,D
2479,apartment,Spain,Malaga,City Center,163,,1,10,1980,1745523,2018-03-03,Renovated,,1,G
2830,house,Portugal,Lisbon,Historic,294,4,2,19,1994,650101,2024-01-26,New,Solar,NO,D
1829,apartment,France,Strasbourg,City Center,9999,,4,1,1971,367606,2020-04-14,Old,electric,NO,A
1403,Penthouse,France,Lyon,Industrial,197,8,1,16,1970,75,2020-06-07,Good,,no,
2972,HOUSE,Switzerland,Basel,City Center,361,1,1,,2000,791628,2022-07-30,Renovated,Electric,No,
2788,house,Italy,Milan,Historic,213,7,1,9,1971,662098,2022-05-05,Renovated,electric,NO,F
1391,duplex,France,Nice,Historic,225,7,2,11,2006,1124746,2024-12-17,Good,Central,yes,B
2588,Penthouse,Spain,Barcelona,SUBURBS,9999,3,2,9,2012,483556 EUR,2021-08-01,Old,Gas,,A
2427,Villa ,Belgium,Namur,Historic,62,3,2,7,1976,1258466,27/12/2021,New,,no,a
1648,APT,France,Nice,Suburbs,359,2,2,19,2022,960474,2020-12-25,,gas,NO,G
2064,VILLA,France,Lyon,,222,4,3,8,1995,254824,2018-02-05,,gas,0,c
2011,APT,,Nice,,163,1,1,4,1974,598512,2018-01-04,Renovated,gas,No,
1193,Villa ,Portugal,Faro,,148,1,4,17,2006,668061,2024-03-21,Old,,no,a
1643,APT,Netherlands,Amsterdam,Industrial,280,3,4,3,2023,1067928,2018-06-15,,Central,0,
2117,apartment,Belgium,Bruges,SUBURBS,270,7,2,10,2017,708119,2024-07-25,Good,CENTRAL,YES,G
1658,VILLA,France,Nice,Historic,249,2,3,18,2001,365286,2024-08-30,,,YES,G
1457,VILLA,Portugal,Faro,city center,385,2,4,18,1978,102202,2019-01-26,Old,Solar,No,C
1149,HOUSE,Switzerland,Bern,Industrial,230,8,1,8,1958,1423579,2021-10-17,,Electric,,c
1296,HOUSE,Spain,Seville,Suburbs,307,,4,10,1983,1696024,2018-07-26,Old,Electric,No,b
1579,apartment,Spain,Zaragoza,Residential,233,2,1,20,1968,133778,2021-06-16,Old,gas,0,c
2815,APT,Germany,Cologne,SUBURBS,398,5,3,3,2010,129978,2024-12-08,,Electric,Yes,A
2404, studio,France,Marseille,Suburbs,88,4,,11,2021,1293950,2023-09-12,Old,CENTRAL,Yes,
2794,duplex,Portugal,Coimbra,Industrial,81,4,4,15,1999,615258 EUR,2023-10-24,New,,No,a
2369,house,France,Marseille,,100,1,3,1,2015,1587365,2020-03-18,,gas,1,A
1014,apartment,Germany,Düsseldorf,Historic,111,6,4,8,1981,383862,2020-07-21,Old,CENTRAL,no,B
2494,house,Netherlands,Rotterdam,SUBURBS,196,5,2,6,2014,1872852,2022-09-29,,Electric,NO,F
2477,apartment,Belgium,Liège,SUBURBS,348,8,2,5,2012,567348,2021-08-12,,,1,F
1230,VILLA,,Nice,Historic,25,8,4,15,2015,1253692,2024-04-27,,Gas,Yes,c
2552,APT,Germany,Berlin,City Center,216,8,4,10,2001,650806 EUR,2024-05-04,Good,gas,No,
2911,duplex,Portugal,Setúbal,Residential,362,5,3,3,2014,113665,27/07/2018,,,yes,b
1142,Penthouse,Switzerland,Geneva,City Center,386,3,,10,2012,1373371,2024-02-05,Old,electric,,A
1036,Villa ,Switzerland,Zurich,Suburbs,229,3,1,8,2010,760014,2023-06-22,New,Solar,no,D
1015,VILLA,Netherlands,Groningen,Industrial,224,6,,8,1964,424483,2019-04-19,Renovated,Central,,A
1968, studio,,Nice,Residential,320,3,2,1,1972,831059 EUR,2020-11-14,,Electric,YES,D
2501,Penthouse,Portugal,Setúbal,city center,278,7,2,17,,752212,2023-03-27,Good,gas,,G
2221,HOUSE,,Amsterdam,City Center,37,1,1,,2010,1759686,2023-04-24,Good,Gas,Yes,B
2449,house,Italy,Florence,Residential,226,8,1,14,1956,1110697,2018-01-20,Renovated,Solar,0,G
2042,duplex,Switzerland,Lucerne,city center,,6,3,14,1978,1514939,2022-04-28,New,CENTRAL,1,F
1659,Villa ,France,Marseille,SUBURBS,39,6,1,17,1979,958383,2024-11-02,New,,NO,
1031, studio,France,Lyon,city center,365,1,3,1,2023,1650355,2019-01-09,Renovated,Electric,yes,F
1063,house,Germany,Leipzig,city center,208,5,1,2,2004,953048,2022-10-12,Old,Central,NO,b
1094,APT,,Eindhoven,Suburbs,187,1,3,15,2007,528440,2018-10-29,Good,gas,NO,F
2075,Penthouse,Portugal,Braga,City Center,,7,3,20,,760319,2020-01-11,Renovated,gas,0,F
2558, studio,Switzerland,Lausanne,Suburbs,24,1,,16,1991,1186320,2020-02-28,New,CENTRAL,Yes,a
1618, studio,Belgium,Liège,Industrial,345,3,2,11,1999,444266,2019-10-12,New,electric,0,E
2378, studio,Spain,Malaga,city center,,2,1,3,1962,449901,2020-08-23,New,Gas,yes,E
1911, studio,Italy,Genoa,Suburbs,127,8,1,9,1974,388,2022-11-02,Old,Gas,YES,F
1908, studio,France,Marseille,Residential,192,4,1,15,2022,944699 EUR,2024-02-12,New,CENTRAL,,a
2465,APT,Switzerland,Lucerne,Residential,257,8,4,18,,1854623,2021-06-09,Old,electric,Yes,C
1821,Villa ,,Zurich,Historic,298,7,4,0,2002,769565,2018-05-24,Old,CENTRAL,YES,F
1123,duplex,France,Lyon,City Center,216,3,4,,1975,1905250,2023-06-09,Renovated,gas,no,C
2970,Villa ,France,Strasbourg,Residential,286,6,3,3,1985,986743,2019/02/12,New,gas,1,G
1777,APT,,Cologne,Historic,318,1,2,20,1961,1439707,2019-09-28,Renovated,Central,yes,C
1804,apartment,Switzerland,Lucerne,Historic,354,,4,13,1970,1891691 EUR,2021-04-25,Good,Central,,
1771,APT,Portugal,Setúbal,Industrial,146,5,3,9,1983,1613068,2020-09-28,Renovated,,1,E
1620, studio,,Berlin,Historic,350,8,4,17,1978,1118913,2021-06-24,,Electric,YES,E
1760,APT,,Marseille,city center,330,8,1,5,2014,1790143,2024-03-17,,Gas,No,
1839,house,Spain,Zaragoza,,152,7,2,1,1955,98355 EUR,15/04/2024,New,CENTRAL,No,c
1449,Villa ,,Lausanne,Suburbs,252,5,1,14,1965,1914115,24/04/2024,Renovated,electric,0,c
2403,duplex,Netherlands,Groningen,Historic,158,3,4,17,1960,627161,2019-06-06,New,Electric,no,b
1023,house,Italy,Naples,Industrial,362,2,2,8,2009,1658301,2021-07-01,Old,gas,YES,B
1981, studio,Switzerland,Zurich,,89,2,,4,1952,686391 EUR,2019/09/15,New,Solar,,
2214,house,Italy,Rome,SUBURBS,,3,2,1,2003,1865907,2018-08-10,Renovated,electric,0,a
2518,duplex,Portugal,Braga,,377,6,1,10,1989,529995,2023-12-19,Good,gas,Yes,B
2431,apartment,Belgium,Brussels,Historic,9999,8,,13,1989,1855313 EUR,04-19-2023,New,Electric,No,a
2027,apartment,France,Bordeaux,SUBURBS,154,4,4,,2003,235640 EUR,2022-10-24,,,1,E
1961,Penthouse,Italy,Turin,Residential,52,8,3,11,2000,960753,2019-02-19,Old,CENTRAL,NO,b
2296,Villa ,Belgium,Liège,Industrial,288,7,1,9,2010,1459907,13/08/2024,Good,gas,,A
2764, studio,Italy,Turin,SUBURBS,332,7,1,17,1953,393166 EUR,2022-04-17,Old,electric,,E
1794,apartment,Netherlands,Groningen,city center,187,3,3,16,1981,1935642,2024-10-25,,gas,yes,
2654,duplex,France,Lyon,,,,,,1989,589771,2024-12-27,Good,,0,
2642,Villa ,Netherlands,Eindhoven,Suburbs,359,6,2,18,1950,813648,2020-01-17,Renovated,electric,yes,D
1345,duplex,Italy,Venice,Industrial,23,3,4,3,1950,196468,17/03/2021,Good,Solar,Yes,C
1414,HOUSE,France,Bordeaux,Historic,132,2,1,18,1954,608216,2021-01-03,Good,CENTRAL,no,b
1739,Villa ,Netherlands,Eindhoven,SUBURBS,,3,4,5,1989,878881,06-17-2020,Old,Central,yes,A
2658,HOUSE,Germany,Munich,Historic,143,8,2,8,1984,1659404,2020-12-26,,,Yes,A
1473,VILLA,,Bruges,Residential,121,3,2,1,1992,239579 EUR,2021-05-19,Good,gas,No,D
1558,duplex,Italy,Genoa,City Center,103,3,3,3,1952,159940,2022-06-09,New,,NO,b
2706,duplex,Netherlands,The Hague,Industrial,96,5,3,13,,892846,2021-01-16,New,CENTRAL,no,B
1962,house,,Leipzig,Historic,,5,1,19,1988,144332,2021-11-07,Good,,no,c
2579,HOUSE,Portugal,Setúbal,,113,7,1,19,1983,1513118,2022-12-13,Renovated,Solar,Yes,b
1561, studio,Spain,Madrid,Historic,,1,2,18,1979,1080676,2024-12-25,,gas,yes,D
1164,Penthouse,Switzerland,Basel,city center,85,4,1,19,1986,196399,2021-07-19,Renovated,Solar,YES,c
1279,HOUSE,Netherlands,Eindhoven,Industrial,76,3,2,20,2016,1650468 EUR,2022/06/26,Good,gas,,b
2837,duplex,Switzerland,Lucerne,Suburbs,335,6,3,1,1961,1327952,2019-09-01,Renovated,gas,YES,c
2299,Penthouse,Germany,Berlin,Historic,394,4,3,2,1975,445140,2019-09-04,New,Central,No,C
1362,duplex,Belgium,Bruges,Historic,331,2,1,10,1971,1626791,2019-06-07,Good,Gas,yes,G
1070,VILLA,Netherlands,Eindhoven,SUBURBS,74,6,,3,2009,610928,2021-09-03,Good,Gas,1,a
2113,VILLA,Belgium,Namur,,267,3,2,11,1995,1032092,2022-05-31,Renovated,electric,YES,b
2554,Penthouse,France,Nice,city center,,1,3,19,1970,833247,2024-07-31,,gas,yes,F
2748,VILLA,Portugal,Lisbon,Suburbs,55,2,1,,2008,642118,2023-06-18,Renovated,Solar,1,C
1389,HOUSE,Switzerland,Zurich,Suburbs,387,4,2,5,1968,1101973,2022-10-31,Old,Solar,YES,b
2488,VILLA,Italy,Rome,city center,336,3,2,6,1981,1419023,2018-04-27,Renovated,Central,,C
2240,duplex,Germany,Düsseldorf,Industrial,36,8,4,,1953,1214251,2019-04-26,Old,Electric,,C
2768,house,,Zurich,,37,6,4,9,1987,780542,2022-11-13,Renovated,Solar,No,c
2175,apartment,,Lyon,Historic,293,7,3,13,1987,1700050,2022-06-27,,gas,0,b
1766, studio,Spain,Seville,city center,386,7,4,17,2009,1238098,2018-11-24,Good,Gas,1,c
2103,HOUSE,Netherlands,Rotterdam,Residential,138,6,2,15,1960,726074,2023-02-17,New,,0,G
1080,Penthouse,Portugal,Coimbra,Historic,64,7,1,4,1973,1051293,2018-02-16,Good,Central,No,
2866,Penthouse,France,Toulouse,Historic,307,8,3,11,2023,174142,2018-08-01,,gas,no,a
1091,VILLA,Belgium,Brussels,city center,377,7,2,3,1963,1149715,2024-05-03,Renovated,Electric,Yes,B
1897,VILLA,Switzerland,Lucerne,,77,7,4,0,2014,860265,2018-08-01,Renovated,Gas,0,B
2433,HOUSE,Italy,Genoa,city center,356,4,3,12,1994,939641,2024-01-10,Old,Gas,NO,c
1936,Villa ,,Valencia,city center,124,8,4,10,1957,1428383,2020-11-12,Renovated,electric,0,E
1101,Penthouse,Spain,Madrid,Industrial,351,2,2,16,1981,319,2022-06-09,Old,gas,,A
1008, studio,,Seville,SUBURBS,117,8,2,5,2004,634151,2018-03-02,Good,Gas,,
2438,VILLA,Italy,Naples,Industrial,,8,1,8,,615874 EUR,2020-08-23,Good,Gas,1,
1467,Penthouse,Italy,Rome,Residential,364,6,2,16,1996,79719,2018-12-10,,Solar,0,G
2355,Penthouse,,Rome,City Center,159,,3,13,1960,743836,2020/03/13,Renovated,CENTRAL,No,b
1374,VILLA,Germany,Leipzig,City Center,,7,4,6,,436015,2020-11-26,Renovated,Electric,yes,D
2497,VILLA,Switzerland,Lausanne,Residential,341,,2,18,1960,940990,2020-01-21,,Electric,,E
1079,duplex,France,Paris,city center,310,2,3,14,1986,177,11-09-2021,,Solar,yes,b
2737,apartment,Germany,Cologne,Historic,150,,4,15,1991,420439,2023-01-07,Old,Gas,yes,c
1811,apartment,Switzerland,Geneva,SUBURBS,166,7,2,2,1990,707375,2023-09-28,New,CENTRAL,,c
1074,HOUSE,Netherlands,Groningen,SUBURBS,233,5,1,8,2010,1424873,2022-04-07,New,Electric,YES,A
1406, studio,Italy,Milan,city center,,6,3,10,1968,306489,2020-10-07,,Electric,,c
1654,HOUSE,,Utrecht,SUBURBS,117,4,4,17,1959,672284,2018-06-26,Renovated,,Yes,D
1477,apartment,Portugal,Braga,Historic,175,7,3,19,1964,1742663,2022-10-03,New,Gas,Yes,F
2791,HOUSE,,Antwerp,,371,3,1,,1975,1832291,2024-03-31,New,gas,YES,G
2693,Penthouse,Spain,Madrid,Residential,67,,1,0,1966,1545657,2024-07-05,Good,Gas,1,G
1238, studio,Switzerland,Basel,SUBURBS,110,1,4,9,1974,1509370,12-19-2018,,,1,a
2862,apartment,France,Strasbourg,SUBURBS,,1,4,7,1981,840034,08-24-2018,Renovated,CENTRAL,0,b
2670,house,Portugal,Porto,City Center,388,8,2,20,,1203209,2018-11-21,New,gas,yes,F
1000,duplex,Spain,Madrid,Historic,145,,2,17,1963,232323,2022-09-15,New,Gas,,F
2319,APT,France,Marseille,,122,3,4,15,2000,1429617,2022-05-06,,,1,B
2896,Penthouse,France,Bordeaux,city center,364,1,1,16,,947168,2022-04-21,Old,electric,YES,D
1716,APT,France,Strasbourg,Residential,82,1,1,6,1987,831548,2018-12-15,Old,,,a
1925,apartment,Switzerland,Lausanne,SUBURBS,183,8,1,2,2023,1640629,2020-05-29,New,Solar,YES,F
1226,duplex,Switzerland,Lausanne,City Center,219,8,2,10,1976,678590,17.10.2018,New,CENTRAL,0,A
2986,apartment,Spain,Malaga,city center,,3,3,16,2002,1007073 EUR,2018-07-12,Old,gas,Yes,c
1005,Villa ,,Bruges,Residential,279,2,3,19,2014,467146,08/05/2020,New,Electric,1,B
1680,Villa ,Spain,Valencia,Residential,41,2,1,4,2007,1566239,2021-04-17,Renovated,Solar,0,A
2616,HOUSE,Spain,Madrid,Historic,223,7,,0,2019,380342,2024-11-22,Good,Electric,No,F
2929,apartment,Spain,Seville,City Center,27,2,1,2,1976,640749,2022-03-01,Good,Gas,1,
2625,APT,Germany,Berlin,Suburbs,,3,4,18,1956,484251,2021-04-14,Good,Solar,No,A
1619,duplex,Portugal,Lisbon,SUBURBS,,5,3,13,1972,1662822,2021-02-02,Renovated,Gas,1,D
2944,APT,Spain,Alicante,SUBURBS,373,,4,,1977,1650084,2020-05-01,Good,Gas,YES,
1377, studio,Germany,Leipzig,Suburbs,393,7,3,15,1968,246484,2021-06-24,Old,Solar,No,C
2999,apartment,Italy,Florence,city center,134,1,3,18,2010,407704 EUR,2019-10-31,Renovated,Gas,1,b
1495,Villa ,,Liège,,188,8,3,8,1988,1868778,17.06.2018,Old,,No,
2544,HOUSE,Germany,Cologne,city center,339,7,1,9,2017,259548,07.05.2024,,CENTRAL,NO,b
1373, studio,France,Marseille,Suburbs,234,5,3,14,1996,1370921 EUR,2019-06-13,New,Solar,,
1835,apartment,Portugal,Lisbon,city center,276,5,3,8,2008,99567,2024-12-13,Old,,Yes,A
1425, studio,Germany,Hamburg,Historic,107,4,4,9,2011,657018 EUR,2022-10-07,New,gas,Yes,b
1783,HOUSE,,Munich,Industrial,44,2,4,1,2015,544311,2018-10-30,Old,,Yes,c
1751,duplex,Portugal,Coimbra,Historic,389,6,2,7,1996,965587,2018-09-18,Good,Electric,yes,F
1613,Penthouse,France,Toulouse,Historic,114,2,2,19,2017,1307338,2018-11-19,,Electric,0,b
1536,apartment,Switzerland,Geneva,Suburbs,220,7,2,,1987,183482,2021-03-24,Renovated,Central,No,c
2681,VILLA,Italy,Genoa,Suburbs,356,7,2,16,2002,578621,2021-04-22,New,electric,,c
1792,Villa ,Spain,Seville,Historic,28,5,1,9,1955,392035,2019-04-04,Old,Gas,,b
1135,Penthouse,Netherlands,Amsterdam,Suburbs,175,5,3,3,2012,1872215,27.04.2021,Renovated,Central,0,C
2760,VILLA,France,Toulouse,Suburbs,268,2,1,12,1979,1692059 EUR,2023-04-06,Old,,NO,D
1828,APT,Portugal,Faro,Industrial,124,3,2,2,,1090206,2018-02-18,Old,gas,No,G
2932,Villa ,,Antwerp,Historic,378,6,2,20,1980,1555200,2022-11-02,,electric,no,c
1427,house,Switzerland,Bern,city center,330,3,3,,1966,1284912,22.08.2018,Good,Electric,yes,G
2603,VILLA,Belgium,Brussels,city center,320,3,2,0,2011,901732,2022-11-26,,Central,YES,c
2052,VILLA,France,Bordeaux,Industrial,,2,4,12,1981,1308779 EUR,09/02/2019,New,electric,No,G
1223,HOUSE,Spain,Alicante,SUBURBS,253,5,4,7,2010,519330,2021-08-23,Old,Electric,NO,
2860,apartment,Italy,Naples,,27,1,1,4,1974,988664 EUR,2023-06-24,Good,CENTRAL,YES,C
1740,Penthouse,,Barcelona,Suburbs,102,4,1,6,1973,954814,2019-05-25,New,CENTRAL,No,G
2512,house,Belgium,Namur,Historic,164,4,4,7,2023,1770254,2023-08-02,New,Solar,Yes,F
1979,HOUSE,Belgium,Bruges,Industrial,32,1,3,1,1970,365667,2018-10-24,Good,,yes,B
1808,Penthouse,Netherlands,Eindhoven,Historic,107,3,3,11,1971,343481 EUR,17/01/2020,Renovated,electric,1,E
2847,Villa ,Italy,Turin,Suburbs,167,2,4,2,2009,219828,2018-05-18,,CENTRAL,yes,
1254,duplex,Belgium,Liège,City Center,313,,4,,1993,1584361,2021-08-29,,Solar,no,D
2003,VILLA,Netherlands,Eindhoven,Historic,214,7,2,15,1966,1633277,2021-10-28,Good,Central,No,B
2208,Villa ,Italy,Naples,Historic,145,5,4,2,2012,662408,2018-06-21,New,gas,No,
2370,APT,Netherlands,Amsterdam,Suburbs,313,5,2,8,1984,1731633,2020-03-01,Good,Electric,Yes,B
2101,VILLA,Switzerland,Zurich,Residential,150,7,4,12,1992,1494448,2023-11-23,New,Electric,0,D
2006,Villa ,,Amsterdam,Suburbs,364,1,4,14,1966,1886719,2020-11-20,Good,Electric,yes,b
1176,VILLA,Italy,Rome,,284,4,2,11,1954,551757,2018-03-04,New,,0,b
1566,duplex,Spain,Bilbao,Suburbs,388,8,2,,1984,1457697,2022-11-19,Good,Central,no,F
2772,HOUSE,Portugal,Lisbon,Suburbs,75,5,4,5,1998,102790,2021-08-18,Old,,1,D
1089, studio,Portugal,Lisbon,Residential,399,3,1,17,1983,1274803,2021-10-14,Old,electric,yes,F
1937,VILLA,France,Nice,city center,239,8,3,12,2022,454326,2018-07-27,Good,gas,No,G
2110,Villa ,Netherlands,Amsterdam,SUBURBS,313,5,3,9,1962,1316711,2020-09-28,,electric,no,
2134,Villa ,Switzerland,Geneva,city center,9999,4,3,10,2014,612798,2021-11-29,Old,gas,yes,c
2348,apartment,,Leipzig,,208,7,1,13,,794765,2020-10-21,Renovated,Gas,Yes,D
2692,Villa ,France,Nice,Historic,,6,1,11,1990,190,2021-11-16,,Electric,0,c
1988, studio,France,Nice,City Center,183,8,,20,1971,1162775,2023-06-28,Old,Solar,Yes,C
2172,apartment,Switzerland,Lausanne,,178,5,4,16,,807404 EUR,2023-08-24,New,Solar,No,E
2109,duplex,,Düsseldorf,,131,6,,20,2011,1123738,2024-04-23,,Electric,1,
2380,duplex,Portugal,Braga,SUBURBS,46,8,4,2,1967,349,28/06/2024,,electric,yes,E
2402,apartment,Italy,Rome,Suburbs,204,3,2,9,1959,605280,2024-04-14,Old,Electric,No,G
2443,APT,Germany,Leipzig,city center,9999,4,3,14,1970,1116637,2019/04/18,,Central,Yes,c
2406,duplex,Germany,Düsseldorf,City Center,299,7,2,11,2008,1740781,2021-04-03,,Electric,yes,B
1478,APT,Italy,Genoa,Historic,44,8,3,3,1955,1870111,2024-02-02,Old,Central,1,F
1614,APT,Belgium,Brussels,Residential,40,5,4,,1961,614234 EUR,2022-07-21,,Solar,No,F
2225,duplex,Netherlands,Utrecht,city center,155,6,1,19,2022,1261228,23/02/2018,New,,,c
1318,HOUSE,Switzerland,Bern,Residential,193,1,4,10,,1282733,2020-11-15,,electric,yes,D
2288,Penthouse,France,Nice,Suburbs,81,2,2,13,2023,1166219,2019-08-28,Good,CENTRAL,Yes,
1061,duplex,Portugal,Faro,City Center,28,6,1,7,1994,1587088,2023-03-19,Good,Gas,No,
2483,apartment,Switzerland,Basel,Suburbs,,,2,10,2016,614563,2022-08-27,Renovated,Solar,0,F
1120,house,Netherlands,Rotterdam,city center,177,8,3,2,1965,380543 EUR,2021-12-28,Renovated,,yes,A
2919,house,Portugal,Braga,,245,1,3,2,1969,1114012,2024-10-18,New,Gas,NO,a
1701,VILLA,Portugal,Braga,SUBURBS,94,2,3,14,1960,618055,2020-12-21,,Solar,,b
1625,apartment,Germany,Frankfurt,City Center,395,,2,,1976,328141,2021-05-12,New,Gas,1,G
1877,apartment,Italy,Rome,SUBURBS,,3,3,4,1990,617242 EUR,12-25-2019,Renovated,Solar,Yes,a
1593,house,France,Bordeaux,SUBURBS,149,8,4,14,,829232,2018-08-06,Old,Electric,no,F
2192,house,,Valencia,city center,137,,3,17,,781771,2020-11-03,Good,electric,,D
2228,Villa ,France,Toulouse,SUBURBS,318,4,4,15,1963,1562168 EUR,2020/09/02,Good,gas,1,G
1262,apartment,,Bern,Historic,120,2,,,2015,174288 EUR,2024-08-03,Renovated,Central,No,C
1592,apartment,Switzerland,Geneva,Residential,125,2,3,3,,1317509,2019-08-26,Good,,,D
2072,Villa ,Germany,Düsseldorf,City Center,303,6,,14,1952,614109,2023-11-13,,,1,c
